# staircaseramp pharma apab apabv3 ap05hz ap1hz ap2hz sactiv sinactiv
9.259197688243195334e-02 3.474679090715099283e-01 1.265107514127482347e+00 7.642122939651655456e-01 9.481266212969485796e-01 1.102289102758276629e+00 7.633828100752950707e-01 8.174555418036680288e-02 4.007688680516365842e-01
9.287032396854848215e-02 1.944467730929028138e-01 6.374915834594910846e-01 3.899715755965724728e-01 7.060101733339410046e-01 5.934696406610937558e-01 3.750583657672106885e-01 1.021826120041175318e-01 2.540528714306117819e-01
9.428778101789334065e-02 2.155895036338260351e-01 8.488288593384590852e-01 6.337196277691939938e-01 7.850463549696758969e-01 8.115634383368435234e-01 7.328161844360653321e-01 4.527777710232188529e-02 3.950744969523049543e-01
9.503159209324614498e-02 1.780889852049252209e-01 1.019222730320434867e+00 1.186370343430618757e+00 1.139333023740031203e+00 7.470145109124487481e-01 6.361372811094305746e-01 8.693196027898632272e-02 3.536628909042928703e-01
9.574775127355900084e-02 1.155024867141844908e-01 8.445766989886203113e-01 4.590821749558484099e-01 9.324255192438543061e-01 7.730162671997754531e-01 6.147290616243150652e-01 5.900737952927765512e-02 3.603071233268688167e-01
9.619645232861175066e-02 6.533021334206846886e-02 4.703215488119300569e-01 2.730596859651210351e-01 5.027881942363030543e-01 4.838411865760143815e-01 5.463525832145210703e-01 4.264282227217784660e-02 3.199852653120460744e-01
9.820043190538528532e-02 1.239538695467021556e+00 1.358361034715081184e+00 1.157842037609660535e+00 9.931606926317841921e-01 1.358900152180910315e+00 1.159554014659679444e+00 5.405851098630668622e-02 5.258675915324210193e-01
1.002196829465929750e-01 1.999348906021915506e-01 9.741308792005948236e-01 5.114953822181793619e-01 7.115437910462190096e-01 8.366185996927932855e-01 6.438393992738518090e-01 3.811138723208012946e-02 4.221255240892312632e-01
1.005682029631969621e-01 2.899047757315870721e-01 1.571834017173210585e+00 7.217287940560968007e-01 8.338589912136856741e-01 1.086253521544052303e+00 6.985715757083331701e-01 2.760790294080136403e-02 4.686697233102786186e-01
1.009490647468325591e-01 1.526403556105324633e-01 6.862239301658576984e-01 5.522726116839624666e-01 7.226123399858547236e-01 6.950139434909895497e-01 6.524424963240640363e-01 3.462299382410709975e-02 3.349855208935751394e-01
1.022777108238102639e-01 2.350240430784933388e-01 9.403069013037648194e-01 8.459115737931581780e-01 9.731156908210158996e-01 8.795495655621978770e-01 9.509282871178745822e-01 4.651706815282605212e-02 3.548844996835339716e-01
1.031832223037997542e-01 2.193092838154951651e-01 1.027790016343497204e+00 5.096804987973901913e-01 8.894473048950345406e-01 7.876157072248816116e-01 5.838264853266063037e-01 7.309712582045072016e-02 3.128406779260570203e-01
1.036383313850465920e-01 2.129881956348150251e-01 9.668560549169400442e-01 5.443048453852684654e-01 9.757073841106419509e-01 8.954253379452268291e-01 5.653917304076614414e-01 8.696555034183746369e-02 4.089154982638811830e-01
1.042457088007317373e-01 1.691117862559658735e-01 9.559662751470309194e-01 6.187662092877455056e-01 9.410256922496120779e-01 6.303881671288321664e-01 4.861823268754861260e-01 5.156521054598783849e-01 2.688028685267080942e-01
1.044568871379160935e-01 2.638238003873146775e-01 1.059740082237670800e+00 5.802791253838823771e-01 1.004006977540031542e+00 9.447309516728592538e-01 8.734997364000406384e-01 4.330434788518899153e-02 2.913330704825126127e-01
1.047128496667227154e-01 1.104904664029592309e-01 9.253739765211245194e-01 6.785870912926582621e-01 8.986364360994013589e-01 6.373222848232629190e-01 5.355949029592107502e-01 7.950652631393149983e-02 3.128273938560848233e-01
1.049458024510877968e-01 9.793493247922438472e-02 4.614551833565544992e-01 3.426678750447916255e-01 6.993671145525232058e-01 6.110720288154880553e-01 5.614580259296308995e-01 3.712081628754030499e-02 3.440069814084318889e-01
1.059109703711823697e-01 3.915730843053543686e-01 1.436043798239517555e+00 1.695521430153375642e+00 1.334343007182084540e+00 9.963798216021554355e-01 8.585617250469432804e-01 5.369770790704610219e-02 3.970825626112174378e-01
1.069414550614462417e-01 4.338081593629964927e-01 1.107915296131497085e+00 7.611084731991718533e-01 9.348754601916073881e-01 8.712953707750834553e-01 8.412204826498679289e-01 5.404187099579414733e-02 4.078471746846532020e-01
1.078489351047871997e-01 3.119920584632709937e-01 6.253068264064362003e-01 5.548355218622623708e-01 7.563756211455638923e-01 5.280058063651791311e-01 4.232889387403475090e-01 1.194451829636569706e-01 2.747024330591952279e-01
1.080433768160053709e-01 2.005923185037181422e-01 8.534647243380977244e-01 4.873920713222621437e-01 7.880172032194048271e-01 5.480195875404463290e-01 3.899464791811201314e-01 9.749963613574473553e-02 3.874562260731702623e-01
1.083277321790495351e-01 3.260835533303324540e-01 1.297936578807994179e+00 7.839865014399978183e-01 8.163312101175691504e-01 1.241684319256936897e+00 8.781486306448107459e-01 3.137285462958924742e-02 4.481371911020696208e-01
1.084827282768619228e-01 1.113178840104323553e-01 6.109896403032307743e-01 4.222606483527924781e-01 5.263050301158874733e-01 6.668813209223478644e-01 4.294830776188570121e-01 7.546249272534373276e-01 3.502909104529843831e-01
1.097255513279885852e-01 2.203942716137850533e-01 1.120368556730473975e+00 8.176889724156346517e-01 1.034991149687401357e+00 7.419569409059051379e-01 8.853951691666915869e-01 3.652457794634699634e-02 2.457996068094978337e-01
1.098718309188095876e-01 2.802983309247282784e-01 1.083401042393921987e+00 8.162729162035824437e-01 9.744151922996062698e-01 1.023344484037751023e+00 8.548121732294393649e-01 4.647864011106046800e-02 3.393218519390356347e-01
1.104933093483498330e-01 4.521198280706910655e-01 1.020055119243992614e+00 1.125820566849500493e+00 7.895774814846271417e-01 7.620271907393809663e-01 6.170611501975481472e-01 2.781879792367919838e-02 3.909937537574164623e-01
1.108157950690066840e-01 4.673014153352599287e-01 1.000098068737227397e+00 8.786199744628508945e-01 8.971729849379189714e-01 1.268507172096338786e+00 9.278136883515096800e-01 3.327316875288675868e-02 4.307973234949494246e-01
1.109831318206420808e-01 5.419386003918710282e-01 1.067034519040120477e+00 6.189526843957341429e-01 7.543635686963733322e-01 1.031257720170846603e+00 1.066324561380666225e+00 4.033833450309721319e-02 4.740122039298075296e-01
1.112022744986326944e-01 1.750255494514979526e-01 1.049274083239242206e+00 1.051137501959271914e+00 9.085300054837248673e-01 1.009269094554195778e+00 7.548377895639641899e-01 3.799163523256048058e-02 3.225880742867618389e-01
1.120341417272741891e-01 2.463073388461370361e-01 8.507864285345724253e-01 6.548552778888133696e-01 8.925950216806327608e-01 8.563478567619280390e-01 4.800151739219799540e-01 1.085959246864135058e-01 3.976769126217482575e-01
1.124753975564579817e-01 2.435035695013598733e-01 9.557310450730156504e-01 6.678960411851960766e-01 9.801579800847743940e-01 8.304640806144886200e-01 7.479073756206636725e-01 4.385629532946990622e-02 4.807052851178011954e-01
1.130891453467778723e-01 4.712581946197100247e-01 1.130671517148584604e+00 8.527640652082325579e-01 1.000206318780082482e+00 9.904116170891767990e-01 6.925834976426904488e-01 6.208582348989667016e-02 3.335091152323301222e-01
1.132406067006610367e-01 9.418163654939183671e-02 8.542794900386883050e-01 5.353264009090141773e-01 5.707212459845552033e-01 5.237838164746587699e-01 4.834784866268755366e-01 7.824739116737755573e-02 2.628870389281897091e-01
1.133036616159653481e-01 4.370401460169762720e-01 1.534356987568756159e+00 1.094167805280348071e+00 1.171317906917477059e+00 1.211967514697206205e+00 8.931698646456119883e-01 5.375580398757323630e-02 3.322386922204733084e-01
1.138351949313304717e-01 2.623372497855411267e-01 3.491013636832299150e-01 1.890829928512084424e-01 3.872699795331557282e-01 2.970802848790179973e-01 2.585321090341132777e-01 1.279904167628685974e-01 2.800081248712758542e-01
1.144606729809520135e-01 5.051180810043672809e-01 1.101328263372796101e+00 8.321794980895539373e-01 1.004082643723463564e+00 9.591151457133491043e-01 7.083142438056436729e-01 5.605097383017293433e-02 3.279003675224839709e-01
1.163252447294334524e-01 2.292630570419199321e-01 1.094249325029730491e+00 8.344698234474394738e-01 1.161180116133186946e+00 8.830206069781685319e-01 6.396074041248139830e-01 2.470275665600689396e-01 3.313760398786945172e-01
1.167761778474000200e-01 2.242498506392577862e-01 7.739007057409456047e-01 5.764858581163790907e-01 7.511860513074534174e-01 8.305043630876937089e-01 5.120624879314427114e-01 2.559074465981499985e-02 3.431692825075710607e-01
1.171412287056388252e-01 1.593546112602918230e-01 7.391515554468660598e-01 4.625044435291930656e-01 6.981717226034701573e-01 6.260828782555201144e-01 7.747852171294956625e-01 7.984030019117330235e-02 1.328013873081127227e-01
1.176698904833014675e-01 5.714674090807143614e-01 1.163236063324308622e+00 7.488164415483247183e-01 1.004242187048991042e+00 9.039957103447813225e-01 9.762529171019240781e-01 4.507812699163435410e-02 4.334487126715543259e-01
1.180517114550515140e-01 1.198766329539578263e-01 7.415948359922391875e-01 4.576468269366006925e-01 8.175080131521293980e-01 7.199397577970340079e-01 5.614471057417662614e-01 4.538867050760751060e-02 3.365535467383078960e-01
1.181370496291195699e-01 2.414527501563289436e-01 1.048098173218429796e+00 6.348657061137779056e-01 9.573509701934778127e-01 7.907187036580910489e-01 6.571010639423240374e-01 6.074254907300859901e-02 3.221757951923361341e-01
1.185056295103437962e-01 2.354964832204023972e-01 7.232431826124507968e-01 5.263573199017814730e-01 8.986343685436202211e-01 8.474314092120429631e-01 4.139510232199425377e-01 1.033418342934446232e-01 3.604242294006017033e-01
1.199946001746822755e-01 1.635320081089771393e-01 1.147023548074088906e+00 5.621760224262487560e-01 9.487185944082915379e-01 8.230349522508801918e-01 5.666162586761257502e-01 5.719815166225245689e-02 3.730126730302236182e-01
1.207096047088716817e-01 1.648024281362614751e-01 6.143809898020869964e-01 3.370075261567931357e-01 7.011745315783278754e-01 5.628939582277292519e-01 4.106353654496881500e-01 7.299091319626278829e-02 2.527134926905575396e-01
1.213831227649872641e-01 2.756595641311753719e-01 4.480220219395880665e-01 2.490242606346010357e-01 6.521968788085414914e-01 4.138021828759373411e-01 2.728947434389811799e-01 1.275442993500286448e-01 3.053993533304127372e-01
1.214091997850971216e-01 2.237596909274604529e-01 9.162499241214734358e-01 4.621732179518242556e-01 9.023586966960750466e-01 7.771102693304273723e-01 5.835622202406175463e-01 2.736446563362499029e-02 3.492120175299301965e-01
1.214766881007782046e-01 3.419459010050843184e-01 5.396516209506665440e-01 3.855301508392937060e-01 7.620552396996781441e-01 5.663644081881656911e-01 4.020400424110732729e-01 1.708777347114424361e-01 2.207091188468547627e-01
1.222828366222664248e-01 2.171672074518430640e-01 9.475546118631180681e-01 7.324378400466324823e-01 8.873379338209803624e-01 8.287681688957679871e-01 6.120137255647211116e-01 8.970441398459247373e-02 1.898832198245614944e-01
1.223177653508087243e-01 3.114972783867488992e-01 1.424333368199730554e+00 1.615734748775904617e+00 1.355589687217076511e+00 1.145287330752233323e+00 9.038318639618044825e-01 8.623456780707422498e-02 5.148288492097253810e-01
1.231635088823735125e-01 1.326887524572807897e-01 7.240641691176665784e-01 6.132750186048826491e-01 6.737639449312139428e-01 7.283952391952465133e-01 5.595617518874994589e-01 4.046218442340486499e-02 3.084027143454641795e-01
1.233113386171634240e-01 2.426276597996768480e-01 8.437180248086910694e-01 6.998939196614278879e-01 9.837885799634837891e-01 7.270448503648904159e-01 7.655961978288752245e-01 4.246853849259103059e-02 2.435469497184996057e-01
1.237427385422574799e-01 3.506545664039321109e-01 8.390357201712573820e-01 4.379163209035940585e-01 7.025229626693846319e-01 5.081658164722925308e-01 4.341716676556732213e-01 1.238405165684054177e-01 2.050842940076834375e-01
1.242703360641998628e-01 3.154771757716739455e-01 8.384984481292746539e-01 8.295020726960534718e-01 1.005002519217075951e+00 9.118952264357378379e-01 7.753310804547766111e-01 4.476333426909490792e-02 3.679776189061771396e-01
1.252234194549779189e-01 2.417251696502067393e-01 7.422033484867300857e-01 4.981490522973948121e-01 8.231447433100053113e-01 6.768509969083460476e-01 6.107436383490332243e-01 6.606613143649837927e-02 4.047157501232312993e-01
1.258699898962793717e-01 3.076939517411928504e-01 9.954283462345197009e-01 9.439772696958517173e-01 8.239756850188555415e-01 9.253945615945416980e-01 7.546816479399497402e-01 2.924570703480088713e-02 3.654190561367167134e-01
1.267496857965921264e-01 2.962313682470050780e-01 1.111827740851640600e+00 1.156216216789586637e+00 1.039457961440207967e+00 1.196333732746687417e+00 7.853211448858549160e-01 3.115696808646114743e-02 3.960197016902857747e-01
1.276817065054688671e-01 3.813223153247124464e-01 8.763025264449676444e-01 6.074892961303557382e-01 9.081261540608120963e-01 7.913141209596172843e-01 5.931265722332862422e-01 1.614647202343381382e-01 2.119297100749693019e-01
1.276981024829300926e-01 4.185745946463709233e-01 9.288249797000598384e-01 5.488385074191124424e-01 9.514152389589667358e-01 9.944698858159590760e-01 7.041920340584459925e-01 5.705375891932694399e-02 3.817066216431283521e-01
1.283018737304231771e-01 5.024563375213597638e-01 9.458133513370119427e-01 7.749691572474209922e-01 9.516698057356437479e-01 9.896662395473718732e-01 7.494292921480417702e-01 2.247717614610881751e-02 4.565365844160743092e-01
1.296825511502356920e-01 5.163059224733949071e-01 1.405009336915976847e+00 1.098401747853536392e+00 1.137610721848083539e+00 1.311587146616343569e+00 1.061501477647832203e+00 1.138318187571594892e-01 3.645130008472586836e-01
1.307189866965929592e-01 4.070687118292281581e-01 1.201505977669632408e+00 7.617427471831171859e-01 1.028776412905648918e+00 1.181851593848741500e+00 6.233286511764131177e-01 4.062178832616317875e-02 3.248320882124630660e-01
1.310312153947911507e-01 3.355346328967617753e-01 1.089636227562997606e+00 8.166724364023052463e-01 8.712740018496797356e-01 1.235599034792597362e+00 9.325357081228186074e-01 5.263223748483086134e-02 3.271105888918774962e-01
1.322446365095960030e-01 6.138383876451007914e-01 1.400761573456732911e+00 1.088707951207943614e+00 1.243271821148609568e+00 1.036576931447928951e+00 1.052070949524318788e+00 7.382546276984439104e-02 4.437601587281700399e-01
1.330881401026745292e-01 4.700114170983248352e-01 1.307755086655267851e+00 1.207237663991740817e+00 1.109308802674263905e+00 9.634181036675272258e-01 1.275437777830801478e+00 8.307905670625648220e-02 5.469275835705840194e-01
1.332463446070976942e-01 4.910667889204562431e-01 1.179104599681712218e+00 8.457598697596054871e-01 8.467860268545945868e-01 8.432708065120323448e-01 7.887663244475818791e-01 2.500622213461572291e-02 4.448506816839944422e-01
1.338744494979189903e-01 2.534146812355547174e-01 9.194001318227670305e-01 6.174373238315125079e-01 9.004015127849291922e-01 1.085814668363463076e+00 5.418412239952519194e-01 9.919186713068720018e-02 4.299194313814371782e-01
1.360026763259773175e-01 2.790106486155999321e-01 9.893680808046846353e-01 8.895929699171893912e-01 9.897471727160030985e-01 9.748642559649796091e-01 8.340686257642158097e-01 4.995215934658323031e-02 3.209131763909917057e-01
1.371619182905219336e-01 1.872322869262629530e-01 8.158568499405850494e-01 6.818611343129715729e-01 9.459827244085287079e-01 9.364213221068514725e-01 6.364001927008007264e-01 5.906625138336889236e-02 3.911972007393626494e-01
1.371686103201713580e-01 4.234567109810079000e-01 1.108813704295458669e+00 7.829367507094884271e-01 9.837994072258431366e-01 8.618218666252402960e-01 6.745769701012103159e-01 3.263028418755145599e-02 4.393934168034094312e-01
1.378570684789103828e-01 2.993491805342820000e-01 9.080239196251702616e-01 5.476590052936318731e-01 8.543991364969972802e-01 7.872351581941121612e-01 5.337132484479291117e-01 6.367927951244797824e-02 2.443802996518253667e-01
1.380438806202423929e-01 2.577778921013727520e-01 9.277499955057445513e-01 1.423701315747664786e+00 1.111614624497009096e+00 8.769861750398050271e-01 1.061871527441647478e+00 4.614780980652512243e-02 4.394915207490347475e-01
1.398254588759257622e-01 2.004294597486555585e-01 7.580808913618611866e-01 8.435328669062650553e-01 8.553043819076647791e-01 4.924421507795252451e-01 4.980360132607808965e-01 8.244600634401380579e-02 4.629434135978670595e-01
1.428651910821382154e-01 2.517438359141785376e-01 1.141822144149470253e+00 8.596012975865423567e-01 1.012157782442949072e+00 8.898367268064421021e-01 6.235755538692872024e-01 1.062432545890273361e-01 2.330243759841743867e-01
1.458037950623554679e-01 2.932110101983918526e-01 1.092270184208778971e+00 1.108277836744834710e+00 1.035103827756423067e+00 9.815235453622929152e-01 6.554352027150757154e-01 3.919287572668082864e-02 2.807720511359849680e-01
1.470351688694770398e-01 2.285975710194320387e-01 8.334249699821051349e-01 5.968900335854649963e-01 8.950333029372320448e-01 8.058756874440321516e-01 7.897322923157215069e-01 5.777274741770645899e-02 2.104865976124263294e-01
1.473051715500395820e-01 3.069715918505672159e-01 9.968465980276187688e-01 5.666380196228117949e-01 8.977610464016014813e-01 6.516554193771377790e-01 3.631439011938733530e-01 1.786388171493331067e-01 3.045868752772073473e-01
1.478949025669062112e-01 3.535961261703926550e-01 1.004287386871895116e+00 7.837718077804110006e-01 9.608041982794920388e-01 8.646346690715397409e-01 8.219778518394568190e-01 3.114564363250240525e-02 2.359537900421459777e-01
1.479157018762158049e-01 1.874838110475342545e-01 9.022333771051194162e-01 5.226670632757015600e-01 6.838993994359565676e-01 7.930577333166894949e-01 5.706469228037431840e-01 5.987486105466184594e-02 2.361665066803927959e-01
1.505358888089673997e-01 5.138421043406455890e-01 1.104595561667867765e+00 7.075222347257075217e-01 1.051962696262753072e+00 1.044163083113338830e+00 1.002264404928314034e+00 7.220151921176244658e-02 3.391899670072724970e-01
1.513934086579495075e-01 5.168513260457606728e-01 1.003469137699603886e+00 9.267908933326129972e-01 9.732253277775616551e-01 1.049098042541148468e+00 1.167304185306878406e+00 7.260515817304302733e-01 6.064517386236196739e-01
1.516022646871574564e-01 3.540817855023050686e-01 8.976503993642876988e-01 6.857821327720683424e-01 1.012843071030641751e+00 9.459829156676254902e-01 5.902927135718637475e-01 9.668356387067091051e-02 2.728635506061294347e-01
1.531415207471345241e-01 4.345688798845020462e-01 7.879366715536576526e-01 6.167260571395839497e-01 8.894153873580943337e-01 6.920321071843421601e-01 3.760598507110873845e-01 1.668326438210511187e-01 2.101351983128374179e-01
1.538257196084233669e-01 2.377343615565117030e-01 8.619036792894069210e-01 5.706865993185649133e-01 8.056347655519183748e-01 7.641758259413273802e-01 6.790028364672765493e-01 3.659146693413626444e-02 2.672751903167940868e-01
1.547425777890579779e-01 5.578544207373824504e-01 1.111232774850130722e+00 8.313903468350887227e-01 1.006426240982799092e+00 1.085782536935400167e+00 9.750715638461799895e-01 3.964992383827126848e-02 3.649814630277367078e-01
1.558595482766225171e-01 2.027837666287919949e-01 8.720773917807519426e-01 6.754240876825089446e-01 7.725770792461025271e-01 7.389005944569918549e-01 5.584670438700936046e-01 4.211961796126916652e-02 2.489501071330318116e-01
1.584743943760839324e-01 2.946507097926427954e-01 1.069320875812865390e+00 8.704662767547250990e-01 9.651908502461816752e-01 1.097236728486685298e+00 8.135957978746387598e-01 5.002229545329617971e-02 3.200765505891842722e-01
1.586498743346322349e-01 4.691154944873074939e-01 9.663933337780344912e-01 6.861695760742297923e-01 9.639588776177752116e-01 7.709127276544236462e-01 4.857760569682192942e-01 1.763973957153863459e-01 1.419520258586683126e-01
1.590515114236815408e-01 3.660392498071196044e-01 9.753461641727111386e-01 6.258688283695043042e-01 9.784466973834595738e-01 8.663588518327666188e-01 6.720794474693291276e-01 7.453772717415384219e-02 3.656859909703161216e-01
1.607025988441603548e-01 3.395436168504107344e-01 8.768936810527854231e-01 9.564571415254297104e-01 9.999240135214614300e-01 9.681588820041775456e-01 8.149071100311399141e-01 4.514606957141653609e-02 3.048132228974072544e-01
1.651241121224650832e-01 4.401715562327597198e-01 8.213896844149064513e-01 5.571114156991006094e-01 9.343396187984110979e-01 7.690578590720810181e-01 4.115197216257115986e-01 2.103228752542062874e-01 2.990016798026798872e-01
1.678255158198952990e-01 3.385569632654066852e-01 1.141833361703777472e+00 1.096754923272529103e+00 1.071719645424212608e+00 1.175169875906623362e+00 7.511750541296916550e-01 1.610982057401226519e-01 4.273425206598851500e-01
1.697833748933974818e-01 2.173629003912770363e-01 9.918979084180241657e-01 7.321937640583586759e-01 8.785305287083543524e-01 6.486182942681448793e-01 6.076464849722902350e-01 7.452678586068148259e-02 3.323214311322559289e-01
1.710200634430456279e-01 3.703078841845692804e-01 6.959675087866140641e-01 5.975989464189915834e-01 8.635132849097931773e-01 8.442704512722949417e-01 3.573977650623730851e-01 9.999938249326616457e-01 1.665845724856140075e-01
1.827913650746909868e-01 4.401316967196557961e-01 7.925458372078771907e-01 6.182694418056635666e-01 7.745005096131418743e-01 5.995464666548601107e-01 3.299077050786055620e-01 2.254138460816796363e-01 2.700612528833460924e-01
1.853511582176249894e-01 3.647667636837746974e-01 1.128785739483761263e+00 5.301240115058289959e-01 9.766432867890325609e-01 6.913915230750229401e-01 5.562907130479863849e-01 7.109407969361163093e-02 4.116209587660670799e-01
1.857516677027199747e-01 3.408099320412069644e-01 8.253738009867116476e-01 6.026411116325003370e-01 8.848098923703640040e-01 8.274390652927933187e-01 6.392844624394330433e-01 8.345066095747284696e-02 1.460581236193966514e+00
1.901552962704942118e-01 2.702081299960531480e-01 6.957463438880020501e-01 5.488183768777041838e-01 7.979919893165707823e-01 5.699651575459784292e-01 4.646620872317451245e-01 6.455146418479616732e-02 3.658791186557229791e-01
2.026990878162530929e-01 3.767489745695303260e-01 7.759837858770964880e-01 6.583289065472535118e-01 9.378200687781085287e-01 8.373525053616606151e-01 5.068753417065208211e-01 1.140487936605719538e-01 1.435131184683524908e-01
2.198633148097728640e-01 3.508255143087034567e-01 5.787306229059838714e-01 4.964248245891556555e-01 8.479292121830999118e-01 5.114558853318461606e-01 3.878064345669108848e-01 1.824749894707118625e-01 1.944993210666898231e-01
