# staircaseramp pharma apab apabv3 ap05hz ap1hz ap2hz sactiv sinactiv
1.544508859104602727e-01 3.181029605478589151e-01 5.127155659693741763e-01 3.885215157376271100e-01 6.733039317510092214e-01 4.606491692300553886e-01 2.677281536517329696e-01 1.755646065625080521e-01 4.442135699607004939e-01
1.549331967142470456e-01 9.744039177305882093e-01 1.384983154536589600e+00 1.162839129898985524e+00 1.096435011591069264e+00 1.216737050291648137e+00 1.265468299367077609e+00 8.643149999731912503e-02 4.385092853085010289e-01
1.551218040380887286e-01 1.574061788623128400e-01 9.959433999884227395e-01 6.850611502228985961e-01 9.556126609186651466e-01 6.961602153590804587e-01 5.957132100391250296e-01 5.125585888849436556e-01 4.125812268362714086e-01
1.560211252160837447e-01 3.429831311934178895e-01 1.155540399830057074e+00 1.168135848283334610e+00 1.060473877691307631e+00 1.029653748036229333e+00 6.884500438045954018e-01 4.894263072898489414e-02 3.763821892167575345e-01
1.582678383313076698e-01 2.370718038541612394e-01 9.910624254791847720e-01 6.794182340389866015e-01 9.318756260432148331e-01 8.752572192571512755e-01 7.327775852171484194e-01 9.445786890641250100e-02 4.003224526676593675e-01
1.588853120764945337e-01 2.127658776811385266e-01 7.171305085508627997e-01 6.306697108815075836e-01 9.361114840289649353e-01 7.043513081093446537e-01 4.758760394892001533e-01 7.358826693323064494e-02 4.713086083292104544e-01
1.589731969672656953e-01 1.038894373167558172e+00 1.719313081832718915e+00 1.693055989100120673e+00 1.312569127319096252e+00 1.312472892086139264e+00 2.055986543117151122e+00 1.094267722296170670e-01 6.334038949448269618e-01
1.596529618345953194e-01 2.758358341635858135e-01 5.228647688882848144e-01 3.335286583348376355e-01 7.333813778769696645e-01 5.038845072524626989e-01 2.773787725592012365e-01 1.334935322396578194e-01 4.406894330552089678e-01
1.605561952650363111e-01 1.877667758294845057e-01 8.264119971089105565e-01 6.845682578205591895e-01 9.164200147227046234e-01 8.359017444010539144e-01 5.841346718780885405e-01 1.307371463080057861e-01 4.201169928640664519e-01
1.606252670990467590e-01 4.035581835248386873e-01 1.143065667550396292e+00 7.538472532107378665e-01 9.285840155996621936e-01 1.369747324444868353e+00 8.074621523890326280e-01 3.268644966950707414e-02 5.984813576749402619e-01
1.612981834535255066e-01 7.398944625104534323e-01 1.274071165864497868e+00 1.041283132086094021e+00 1.016719411716329846e+00 1.130274009584804729e+00 9.543142589818314203e-01 7.538337484061194416e-02 4.161909317984002210e-01
1.614025846342728721e-01 4.591374540577923824e-01 1.346497031196438598e+00 1.341336373837017870e+00 1.179900844391645665e+00 1.412465407596002587e+00 9.305560373454062617e-01 3.493331447374105336e-02 4.990281056978204677e-01
1.614722229372731743e-01 7.403214039135103119e-01 1.860705824900072081e+00 2.009362183851858052e+00 1.624813481481805599e+00 1.499409622178742518e+00 1.359703219228761917e+00 1.415231672229718685e-01 5.357827854361921771e-01
1.642511115022419754e-01 3.655866010095362162e-01 7.958609448454591062e-01 4.258858173819326520e-01 7.020844177112626205e-01 5.094601094997430746e-01 3.686075220784298945e-01 1.392605475263239134e-01 3.433600841237487988e-01
1.643797035345096746e-01 2.368107116159543502e-01 5.682537486912397906e-01 3.491397137043573129e-01 7.347962424860847719e-01 4.569936940610780929e-01 2.392786694494889732e-01 1.581449763410986142e-01 3.501741723292484676e-01
1.656590254523656325e-01 3.329115498736172629e-01 8.720712352661968980e-01 4.899763798925964031e-01 9.368875010842564466e-01 8.910312164766942544e-01 4.999188766217110280e-01 3.507536150061902475e-02 5.013258968774497726e-01
1.664045565139356808e-01 1.111664978575485740e+00 1.564149559392651989e+00 1.041569433978164927e+00 8.843546848405026140e-01 1.299264541972352527e+00 1.382208866954391935e+00 1.482710584065390913e-01 4.677012962374798577e-01
1.673167603453827590e-01 4.446119624382031121e-01 5.541246426040044026e-01 4.490330973753866028e-01 7.755349714917053605e-01 5.792725609775729589e-01 3.408598844325857469e-01 2.321683629068572730e-01 4.928693676282969727e-01
1.674686198378258495e-01 2.993627064409160043e-01 7.255609011746352310e-01 5.434599024170957415e-01 8.734225618596969110e-01 7.384096043010367483e-01 5.128103212202359540e-01 1.493363632661938722e-01 2.776439525421616761e-01
1.714541476954938304e-01 2.101952958236995572e-01 9.048066139524072460e-01 7.469481138234067563e-01 1.003521392250441790e+00 9.861014282993405544e-01 6.835186577828488153e-01 3.332092294915297431e-02 4.598554248801269284e-01
1.717218326259384586e-01 2.748981648228020491e-01 1.105319905049694906e+00 8.234327721744744144e-01 1.005767975856294294e+00 8.832953788337672973e-01 5.433362561257609746e-01 1.356557509361869529e-01 4.485373654375359731e-01
1.748364834882323859e-01 2.471094344831638312e-01 9.319173553141253397e-01 7.349884687090260105e-01 9.258174153895400993e-01 9.525436440090884194e-01 5.190696477394354247e-01 7.557645923393653542e-02 4.567884672957229220e-01
1.763915283839183057e-01 3.706086225460014649e-01 8.817680703451649116e-01 1.008191220068945126e+00 1.019898468081736898e+00 1.008572923600512983e+00 8.903791787391988066e-01 4.254830876137605244e-02 4.381561030570676474e-01
1.792632821746319161e-01 2.141373664338204474e-01 6.888675413940106296e-01 7.153239312565661256e-01 8.460738598091039897e-01 4.925791176037450647e-01 3.849016982901136696e-01 1.008570185027716504e-01 6.112785355635361739e-01
1.813917844164008308e-01 2.484023429535333061e-01 7.868891443080272552e-01 5.046513597616811841e-01 8.567055905823900419e-01 7.295951606015526059e-01 3.460714568300222727e-01 1.219232407157033321e-01 5.059208392242130481e-01
1.836755939462031140e-01 6.028077490424164075e-01 1.027134893095697610e+00 8.790841229450514493e-01 1.022798708645120680e+00 9.631189659388812441e-01 1.156530444367327437e+00 7.274238249392018796e-01 4.416739647900967958e-01
1.838058842770260992e-01 4.770746241926904774e-01 9.664620572895586958e-01 7.287209537314635055e-01 1.062938414146245902e+00 1.037608988827757095e+00 6.622001454597186143e-01 5.171985837891454607e-02 4.943754501216968134e-01
1.857189724665228858e-01 2.530694244098167789e-01 1.060478408388202620e+00 1.036480681960655570e+00 7.690119172385989632e-01 1.020173777133530635e+00 1.188219202702148536e+00 5.601593173118800395e-02 5.110442491240994034e-01
1.867520332136585470e-01 2.483043661142044500e-01 9.214723434530519564e-01 1.340021023689548674e+00 1.114956571176267675e+00 8.259713963386129398e-01 9.715572839857330445e-01 6.529673684191612815e-02 5.015091839805558838e-01
1.880706949539558692e-01 4.030521020727196313e-01 1.031576345515484272e+00 8.255462703250461276e-01 9.680304510113399985e-01 9.037867304515430078e-01 9.052385455587580454e-01 4.028953538279476249e-02 4.412439003278788574e-01
1.883681207010365344e-01 2.201273037537057609e-01 7.543333746174484267e-01 4.860868863284949493e-01 8.366430680442497048e-01 6.365705813706158400e-01 3.542176132481984485e-01 1.316585283660188788e-01 4.983247400556931050e-01
1.889425437239157790e-01 2.977100601814017811e-01 7.372229593335871689e-01 5.578540223119032859e-01 7.600730316307667822e-01 6.336743820857734244e-01 3.663752864041895929e-01 1.630173317046905435e-01 4.313334501105461349e-01
1.932194553662673897e-01 2.754424636083364075e-01 8.913277797775021050e-01 5.154878027632708859e-01 9.331275171632854581e-01 7.803770686608648699e-01 5.616425491899580402e-01 9.154602146026842580e-02 4.229151039407469947e-01
1.932233373861372006e-01 1.795990348953399873e-01 1.243062891383824864e+00 6.834008973678570298e-01 1.031272074929096449e+00 7.648962062237748549e-01 5.412332115969477053e-01 1.042645783863519887e-01 4.925461651817975572e-01
1.950845877450493870e-01 3.639897834303054691e-01 2.993884755306894796e-01 2.546926322884865423e-01 4.473138101022666180e-01 3.214077362215111422e-01 2.337497975324192012e-01 2.127809374579294754e-01 4.215554470746888382e-01
1.953699298327567779e-01 1.733265728903950753e-01 6.837723870003553639e-01 4.228520747182574202e-01 7.324447543069709798e-01 5.207707691517745596e-01 3.049483444463554904e-01 8.914189854136758684e-02 4.118788743806356956e-01
1.956536467298532200e-01 7.161584410867616324e-01 1.257245934624581229e+00 9.192875847908855702e-01 1.082298517398269322e+00 1.203248230752437031e+00 1.049937304848843178e+00 4.906217782449854431e-02 5.112150726322959304e-01
1.972233740155622250e-01 5.424809170025588489e-01 1.172649832385625812e+00 7.295848317500471802e-01 1.126956913785532199e+00 1.127658355666977474e+00 9.438276599687505097e-01 3.168823536181070155e-02 5.026827765093427880e-01
1.994644038179987366e-01 1.738507861444301417e-01 1.097695743052459871e+00 4.527265365905557282e-01 9.748161029054859261e-01 7.670291245236566802e-01 4.072273435505187611e-01 1.282070977074757923e-01 4.971971477525007344e-01
2.000894160282802592e-01 3.707624547477160748e-01 8.033089033114794164e-01 5.745056275881309515e-01 8.686785640872524139e-01 6.618020000573119344e-01 3.927872980587289176e-01 1.513303489806980540e-01 5.163805990658760781e-01
2.064765581268284689e-01 3.211841101991659841e-01 6.935521163641382714e-01 4.798157913369794914e-01 6.890409994684937312e-01 6.151832636384751973e-01 3.013123964164396984e-01 2.424054222974305894e-01 5.046812418918402710e-01
2.081638903769271465e-01 3.083644176810493853e-01 1.350623861382977742e+00 1.326252919675334541e+00 1.167714717695167659e+00 1.361247290777313212e+00 9.983363478714107897e-01 1.070842296518378089e-01 6.170595102725181524e-01
2.143532331582916062e-01 2.425268096997683087e-01 8.919265201874371218e-01 6.596828117403470415e-01 7.818048950357304738e-01 6.349956074568823272e-01 3.713911044566131636e-01 1.236699118233378081e-01 5.088026028927324917e-01
2.146931429652756129e-01 2.775510609253388772e-01 1.095053421570457708e+00 7.035876705055407188e-01 1.046022086205514068e+00 7.291917728919585784e-01 5.286343705785279123e-01 8.346362207563115532e-02 4.954418926611279805e-01
2.203428373359290482e-01 3.165073793122015755e-01 6.482268801631179134e-01 5.441473164191770184e-01 7.815114641715108501e-01 5.563506022638156079e-01 3.495426021643469605e-01 2.282718797243701303e-01 5.038014803995206625e-01
2.306435226599833632e-01 4.735141556124208839e-01 8.216079267735791891e-01 6.894968106544606679e-01 9.211431711405249079e-01 8.292077088637686000e-01 5.598745122833367338e-01 2.681335699961699959e-01 3.359103619724997936e-01
2.449981103061062981e-01 2.921760390092620341e-01 6.837302099743548522e-01 6.285153959917786359e-01 8.426999208672634190e-01 1.066840572794778286e+00 5.450882300339026099e-01 1.000018988855230884e+00 5.069457754642088254e-01
2.462859575132870515e-01 2.223414588344924114e-01 1.603519503602562679e+00 6.675172675384323240e-01 1.094238500483840637e+00 8.898843200989889901e-01 8.504922073674813232e-01 5.316763606034490691e-02 2.631018297083433377e-01
2.490566659176078890e-01 2.356489350178724296e-01 8.944970652203998451e-01 6.457860051294485038e-01 8.478701818062369666e-01 5.987275620470771109e-01 4.452496768674334415e-01 1.512792543661250488e-01 5.680092307182343925e-01
2.740767381599281682e-01 4.845815592647543246e-01 6.482477707323734961e-01 5.990287305598765988e-01 8.622728594383450851e-01 5.820439631849521067e-01 4.600985233150582943e-01 3.074024088705736846e-01 5.207312433169152266e-01
2.892747950206306373e-01 3.002810078593238230e-01 7.876292955279777797e-01 6.594545908843540971e-01 9.897173789776204655e-01 8.569124680327574461e-01 4.945226900180478280e-01 1.437985716438522632e-01 5.291843890492198277e-01
